ID,Serial_Number,Timestamp,PGN (Hex),PGN Definition,SPN Definition,SPN Value
"510","2303","2023-03-08 16:35:47.187589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"511","2304","2023-03-08 16:35:47.187589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"511","2305","2023-03-08 16:35:47.187589","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"511","2306","2023-03-08 16:35:47.187589","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"511","2307","2023-03-08 16:35:47.187589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","647.75"
"511","2308","2023-03-08 16:35:47.187589","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"511","2309","2023-03-08 16:35:47.187589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"511","2310","2023-03-08 16:35:47.187589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"512","2311","2023-03-08 16:35:47.187589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"513","2312","2023-03-08 16:35:47.209589","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","178.00"
"513","2313","2023-03-08 16:35:47.209589","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"513","2314","2023-03-08 16:35:47.209589","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"513","2315","2023-03-08 16:35:47.209589","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"514","2316","2023-03-08 16:35:47.209589","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"515","2317","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"515","2318","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"515","2319","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"515","2320","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"515","2321","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"515","2322","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"515","2323","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"515","2324","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"515","2325","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"515","2326","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"515","2327","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"515","2328","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"515","2329","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"515","2330","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"515","2331","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"515","2332","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"515","2333","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"515","2334","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"515","2335","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"515","2336","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"515","2337","2023-03-08 16:35:47.209589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"516","2338","2023-03-08 16:35:47.209589","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"516","2339","2023-03-08 16:35:47.209589","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"516","2340","2023-03-08 16:35:47.209589","0xFE92","Engine Information - EI","Fuel Rack Position","110.00"
"516","2341","2023-03-08 16:35:47.209589","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"516","2342","2023-03-08 16:35:47.209589","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"517","2343","2023-03-08 16:35:47.231589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"517","2344","2023-03-08 16:35:47.231589","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"517","2345","2023-03-08 16:35:47.231589","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"517","2346","2023-03-08 16:35:47.231589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","648.50"
"517","2347","2023-03-08 16:35:47.231589","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"517","2348","2023-03-08 16:35:47.231589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"517","2349","2023-03-08 16:35:47.231589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"518","2350","2023-03-08 16:35:47.253589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"519","2351","2023-03-08 16:35:47.253589","0xFEDF","Electronic Engine Controller 3 - EEC3","Engine Torque Mode","255.00"
"519","2352","2023-03-08 16:35:47.253589","0xFEDF","Electronic Engine Controller 3 - EEC3","Driver's Demand Engine - Percent Torque","5200.00"
"520","2353","2023-03-08 16:35:47.253589","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"521","2354","2023-03-08 16:35:47.253589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"522","2355","2023-03-08 16:35:47.275589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"523","2356","2023-03-08 16:35:47.275589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"524","2357","2023-03-08 16:35:47.297589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"524","2358","2023-03-08 16:35:47.297589","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"524","2359","2023-03-08 16:35:47.297589","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"524","2360","2023-03-08 16:35:47.297589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","649.00"
"524","2361","2023-03-08 16:35:47.297589","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"524","2362","2023-03-08 16:35:47.297589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"524","2363","2023-03-08 16:35:47.297589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"525","2364","2023-03-08 16:35:47.297589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"526","2365","2023-03-08 16:35:47.297589","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","177.00"
"526","2366","2023-03-08 16:35:47.297589","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"526","2367","2023-03-08 16:35:47.297589","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"526","2368","2023-03-08 16:35:47.297589","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"527","2369","2023-03-08 16:35:47.297589","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"528","2370","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"528","2371","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"528","2372","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"528","2373","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"528","2374","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"528","2375","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"528","2376","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"528","2377","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"528","2378","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"528","2379","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"528","2380","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"528","2381","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"528","2382","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"528","2383","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"528","2384","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"528","2385","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"528","2386","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"528","2387","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"528","2388","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"528","2389","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"528","2390","2023-03-08 16:35:47.297589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"529","2391","2023-03-08 16:35:47.319589","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"529","2392","2023-03-08 16:35:47.319589","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"529","2393","2023-03-08 16:35:47.319589","0xFE92","Engine Information - EI","Fuel Rack Position","109.00"
"529","2394","2023-03-08 16:35:47.319589","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"529","2395","2023-03-08 16:35:47.319589","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"530","2396","2023-03-08 16:35:47.341589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"530","2397","2023-03-08 16:35:47.341589","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"530","2398","2023-03-08 16:35:47.341589","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"530","2399","2023-03-08 16:35:47.341589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","650.38"
"530","2400","2023-03-08 16:35:47.341589","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"530","2401","2023-03-08 16:35:47.341589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"530","2402","2023-03-08 16:35:47.341589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"531","2403","2023-03-08 16:35:47.341589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"532","2404","2023-03-08 16:35:47.341589","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"533","2405","2023-03-08 16:35:47.363589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"534","2406","2023-03-08 16:35:47.363589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"535","2407","2023-03-08 16:35:47.385589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"536","2408","2023-03-08 16:35:47.385589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"536","2409","2023-03-08 16:35:47.385589","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","168.00"
"536","2410","2023-03-08 16:35:47.385589","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","168.00"
"536","2411","2023-03-08 16:35:47.385589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","652.75"
"536","2412","2023-03-08 16:35:47.385589","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"536","2413","2023-03-08 16:35:47.385589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"536","2414","2023-03-08 16:35:47.385589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"537","2415","2023-03-08 16:35:47.385589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"538","2416","2023-03-08 16:35:47.407589","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","179.00"
"538","2417","2023-03-08 16:35:47.407589","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"538","2418","2023-03-08 16:35:47.407589","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"538","2419","2023-03-08 16:35:47.407589","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"539","2420","2023-03-08 16:35:47.407589","0xEBFF","Definition not Present in SAE J1939 Standard","No SPNs defined","-"
"540","2421","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"540","2422","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"540","2423","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"540","2424","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"540","2425","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"540","2426","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"540","2427","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"540","2428","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"540","2429","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"540","2430","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"540","2431","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"540","2432","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"540","2433","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"540","2434","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"540","2435","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"540","2436","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"540","2437","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"540","2438","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"540","2439","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"540","2440","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"540","2441","2023-03-08 16:35:47.407589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"541","2442","2023-03-08 16:35:47.407589","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"541","2443","2023-03-08 16:35:47.407589","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"541","2444","2023-03-08 16:35:47.407589","0xFE92","Engine Information - EI","Fuel Rack Position","108.00"
"541","2445","2023-03-08 16:35:47.407589","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"541","2446","2023-03-08 16:35:47.407589","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"542","2447","2023-03-08 16:35:47.429589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"542","2448","2023-03-08 16:35:47.429589","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","168.00"
"542","2449","2023-03-08 16:35:47.429589","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","168.00"
"542","2450","2023-03-08 16:35:47.429589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","652.38"
"542","2451","2023-03-08 16:35:47.429589","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"542","2452","2023-03-08 16:35:47.429589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"542","2453","2023-03-08 16:35:47.429589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"543","2454","2023-03-08 16:35:47.451589","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"544","2455","2023-03-08 16:35:47.473589","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"545","2456","2023-03-08 16:35:47.473589","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"546","2457","2023-03-08 16:35:47.473589","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"547","2458","2023-03-08 16:35:47.495589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"547","2459","2023-03-08 16:35:47.495589","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","168.00"
"547","2460","2023-03-08 16:35:47.495589","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","168.00"
"547","2461","2023-03-08 16:35:47.495589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","652.38"
"547","2462","2023-03-08 16:35:47.495589","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"547","2463","2023-03-08 16:35:47.495589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"547","2464","2023-03-08 16:35:47.495589","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"548","2465","2023-03-08 16:35:47.495589","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Fuel Delivery Pressure","1020.00"
"548","2466","2023-03-08 16:35:47.495589","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Extended Crankcase Blow-by Pressure","12.75"
"548","2467","2023-03-08 16:35:47.495589","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Engine Oil Level","102.00"
"548","2468","2023-03-08 16:35:47.495589","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Engine Oil Pressure","288.00"
"548","2469","2023-03-08 16:35:47.495589","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Crankcase Pressure","1797.97"
"548","2470","2023-03-08 16:35:47.495589","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Coolant Pressure","510.00"
"548","2471","2023-03-08 16:35:47.495589","0xFEEF","Engine Fluid Level/Pressure 1 - EFL/P1","Coolant Level","102.00"
"549","2472","2023-03-08 16:35:47.495589","0xFF04","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"550","2473","2023-03-08 16:35:47.495589","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Boost Pressure","45.00"
"550","2474","2023-03-08 16:35:47.495589","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Intake Manifold 1 Temperature","255.00"
"550","2475","2023-03-08 16:35:47.495589","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Air Inlet Pressure","255.00"
"550","2476","2023-03-08 16:35:47.495589","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Air Filter 1 Differential Pressure","255.00"
"550","2477","2023-03-08 16:35:47.495589","0xFEF6","Inlet/Exhaust Conditions 1 - IC1","Exhaust Gas Temperature","65535.00"
"551","2478","2023-03-08 16:35:47.495589","0xFEDF","Electronic Engine Controller 3 - EEC3","Engine Torque Mode","255.00"
"551","2479","2023-03-08 16:35:47.495589","0xFEDF","Electronic Engine Controller 3 - EEC3","Driver's Demand Engine - Percent Torque","5200.00"
"552","2480","2023-03-08 16:35:47.495589","0xFEE9","Fuel Consumption (Liquid) - LFC","Trip Fuel","1.50"
"552","2481","2023-03-08 16:35:47.495589","0xFEE9","Fuel Consumption (Liquid) - LFC","Total Fuel Used","2147483647.50"
"553","2482","2023-03-08 16:35:47.495589","0xFEF2","Fuel Economy (Liquid) - LFE","Fuel Rate","178.00"
"553","2483","2023-03-08 16:35:47.495589","0xFEF2","Fuel Economy (Liquid) - LFE","Instantaneous Fuel Economy1","65535.00"
"553","2484","2023-03-08 16:35:47.495589","0xFEF2","Fuel Economy (Liquid) - LFE","Average Fuel Economy","65535.00"
"553","2485","2023-03-08 16:35:47.495589","0xFEF2","Fuel Economy (Liquid) - LFE","Throttle Position","65535.00"
"554","2486","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"554","2487","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"554","2488","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","Anti-Lock Braking (ABS)","3.00"
"554","2489","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","EBS Brake Switch","3.00"
"554","2490","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","Brake Pedal Position","1.00"
"554","2491","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ABS Off-road Switch","3.00"
"554","2492","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"554","2493","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"554","2494","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"554","2495","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"554","2496","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"554","2497","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"554","2498","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"554","2499","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"554","2500","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"554","2501","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"554","2502","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"554","2503","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"554","2504","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Engine Control","3.00"
"554","2505","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Brake Control","3.00"
"554","2506","2023-03-08 16:35:47.495589","0xF001","Electronic Brake Controller 1 - EBC1","ASR Clutch Control","3.00"
"555","2507","2023-03-08 16:35:47.517588","0xFE92","Engine Information - EI","Pre-filter Oil Pressurer","255.00"
"555","2508","2023-03-08 16:35:47.517588","0xFE92","Engine Information - EI","Exhaust Gas Pressure","65535.00"
"555","2509","2023-03-08 16:35:47.517588","0xFE92","Engine Information - EI","Fuel Rack Position","109.00"
"555","2510","2023-03-08 16:35:47.517588","0xFE92","Engine Information - EI","Mass Flow (Gaseous)","65535.00"
"555","2511","2023-03-08 16:35:47.517588","0xFE92","Engine Information - EI","Instantaneous Estimated Brake Power","65535.00"
"556","2512","2023-03-08 16:35:47.539588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"556","2513","2023-03-08 16:35:47.539588","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","168.00"
"556","2514","2023-03-08 16:35:47.539588","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","168.00"
"556","2515","2023-03-08 16:35:47.539588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","651.88"
"556","2516","2023-03-08 16:35:47.539588","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"556","2517","2023-03-08 16:35:47.539588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
"556","2518","2023-03-08 16:35:47.539588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Demand - Percent Torque","255.00"
"557","2519","2023-03-08 16:35:47.539588","0xFF03","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"558","2520","2023-03-08 16:35:47.561588","0xFF00","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"559","2521","2023-03-08 16:35:47.583588","0xFF01","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"560","2522","2023-03-08 16:35:47.583588","0xFF02","FF00-FFFF Proprietary PGN Range","No SPNs defined","-"
"561","2523","2023-03-08 16:35:47.583588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Torque Mode","3.00"
"561","2524","2023-03-08 16:35:47.583588","0xF004","Electronic Engine Controller 1 - EEC1","Driver's Demand Engine - Percent Torque","169.00"
"561","2525","2023-03-08 16:35:47.583588","0xF004","Electronic Engine Controller 1 - EEC1","Actual Engine - Percent Torque","169.00"
"561","2526","2023-03-08 16:35:47.583588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Speed","650.75"
"561","2527","2023-03-08 16:35:47.583588","0xF004","Electronic Engine Controller 1 - EEC1","Source Address of Controlling Device for Engine Control","255.00"
"561","2528","2023-03-08 16:35:47.583588","0xF004","Electronic Engine Controller 1 - EEC1","Engine Starter Mode","15.00"
